review,rating,date,bank,source
"እባካችሁ አፑ ጥሩ ነው ነገር ግን በፈለግነው ጊዜና ሰአት መጠቀም አልቻልንም ኔትዎርክ እያለ እንኳ እያስጠቀመን አይደለም""""",2,2025-08-20,CBE,Google Play Store
excellent plus,5,2025-08-20,CBE,Google Play Store
would be great if it displays service fees before proceeding with transaction.,4,2025-08-20,CBE,Google Play Store
so disappointing :((,1,2025-08-20,CBE,Google Play Store
what nice app i never usedyet,4,2025-08-20,CBE,Google Play Store
ke gizew ga emihed astemamagn metegberya,1,2025-08-20,CBE,Google Play Store
"this app is pretty good. the recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why i gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person.",5,2025-08-20,CBE,Google Play Store
send money for some account but don't reserved ball,5,2025-08-19,CBE,Google Play Store
very good🙏🙏,5,2025-08-19,CBE,Google Play Store
i recognized thank you,5,2025-08-19,CBE,Google Play Store
best feature!!,5,2025-08-19,CBE,Google Play Store
the saved account totally removed ..why????????,1,2025-08-19,CBE,Google Play Store
good bank ethiopian very nic,5,2025-08-18,CBE,Google Play Store
this good app but screenshot must enable,4,2025-08-18,CBE,Google Play Store
በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,1,2025-08-18,CBE,Google Play Store
change mobile banking cbe,5,2025-08-18,CBE,Google Play Store
the process of updating is not functioning easily. installing is easy than updating. screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,CBE,Google Play Store
adisi deti,5,2025-08-17,CBE,Google Play Store
this app is the good apps,5,2025-08-17,CBE,Google Play Store
አሪፋ ነዉ ነገር ግን recent transaction በጣም የቆየዉን ነዉ የሚያሳይ evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ transaction አያሳይም። please አስተካክሉት,2,2025-08-15,CBE,Google Play Store
congra ethio,5,2025-08-15,CBE,Google Play Store
እንዲሁ ነው የሰተኋችሁ ለሞራል,5,2025-08-15,CBE,Google Play Store
i don't think it is compatible with the new android version 16 it fails to open. please update it or find a solution.,1,2025-08-14,CBE,Google Play Store
"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from cbe mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",2,2025-08-13,CBE,Google Play Store
this apk best for most of people,5,2025-08-13,CBE,Google Play Store
good keep it up,5,2025-08-13,CBE,Google Play Store
most of the time either the app or *889# don't work,2,2025-08-12,CBE,Google Play Store
cbe. noor,2,2025-08-12,CBE,Google Play Store
why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,1,2025-08-12,CBE,Google Play Store
በጣም አሪፍ ነው በርቱልን,5,2025-08-12,CBE,Google Play Store
this is so good,5,2025-08-11,CBE,Google Play Store
❤❤❤❤❤😂,5,2025-08-10,CBE,Google Play Store
very interesting 🤔,5,2025-08-09,CBE,Google Play Store
very good app 👍👍👍 time saving and more accurate,5,2025-08-09,CBE,Google Play Store
"i like your app to order atm card through it, i get it new on your app",5,2025-08-09,CBE,Google Play Store
very bad app,1,2025-08-09,CBE,Google Play Store
good 👍,5,2025-08-09,CBE,Google Play Store
it is the best transferring ap,5,2025-08-08,CBE,Google Play Store
it's good but add some more please,3,2025-08-08,CBE,Google Play Store
best servis app,4,2025-08-07,CBE,Google Play Store
very useful to use it from any where in the world !,5,2025-08-07,CBE,Google Play Store
it very good but why block the screen shoot,5,2025-08-07,CBE,Google Play Store
"the most disgusting app,",1,2025-08-07,CBE,Google Play Store
ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07,CBE,Google Play Store
"unexpected anomalies, unreliable as fintec app",2,2025-08-05,CBE,Google Play Store
best one,5,2025-08-05,CBE,Google Play Store
worst experience,1,2025-08-04,CBE,Google Play Store
the 1st one is cbe,5,2025-08-04,CBE,Google Play Store
"this is the worst app that could exist on the planet, omg it literally crashes every month",1,2025-08-04,CBE,Google Play Store
nise,5,2025-08-04,CBE,Google Play Store
commercial bank 🏦,5,2025-08-04,CBE,Google Play Store
goood werk,5,2025-08-03,CBE,Google Play Store
ብዙ ጊዜ ያስቸግራል አይሰራም error now milew,5,2025-08-03,CBE,Google Play Store
the best application for ours,5,2025-08-03,CBE,Google Play Store
our ehiopian bank who teaches us who lends who beulds big infrastractures for any ehiopian countries rigions local areas basic needs for socity that trends to suport echother social participation promots in society welbing coopratives development builds and suports for each private and governmental institutions give advise market analicies so on for targets to develope country to become world class economic leadership capitalist country and to atract big stakeholders in the woreld.,5,2025-08-03,CBE,Google Play Store
screenshot problem must be fixed!!,4,2025-08-02,CBE,Google Play Store
it's very nice app,5,2025-08-02,CBE,Google Play Store
very easy to use,5,2025-08-02,CBE,Google Play Store
best and fast,5,2025-08-02,CBE,Google Play Store
the best one ever i've seen.,5,2025-08-01,CBE,Google Play Store
በጣም ጥሩ,5,2025-08-01,CBE,Google Play Store
👍👍👍,5,2025-08-01,CBE,Google Play Store
the sum is good.,5,2025-08-01,CBE,Google Play Store
it is good,5,2025-07-30,CBE,Google Play Store
they been freezing a transfered money till the time they chose chose it to be delivered bruh,1,2025-07-30,CBE,Google Play Store
how updated this app,5,2025-07-29,CBE,Google Play Store
yase,5,2025-07-29,CBE,Google Play Store
"ok ,",5,2025-07-29,CBE,Google Play Store
time is gold,5,2025-07-28,CBE,Google Play Store
this app is so amazing a use it every time when i make payments,5,2025-07-27,CBE,Google Play Store
mobeli.bank,5,2025-07-26,CBE,Google Play Store
thanks cbe,5,2025-07-25,CBE,Google Play Store
"i am using this service from abroad, which i have active account in ethiopia. anytime i want support family, i easily sent funds to my cbe bank using my abroad debit or visa credit and transfer to their bank. so recommend diaspora to open bank account whenever they going back home. it helps a lot . 1st. they can easily send money from their abroad bank account to their ceb, awash,oromia bank whatever. 2nd, they don't need family to withdraw money for them to use it. they have privacy.",5,2025-07-25,CBE,Google Play Store
በጣም አሪፍ ነው በተጨማሪ በጣት አሻራ ቢሰራ ጥሩ ነበር እንደ ቴሌ አፕ,4,2025-07-25,CBE,Google Play Store
v͟e͟r͟y͟ g͟o͟o͟ d͟,4,2025-07-25,CBE,Google Play Store
commercial bank of ethiopia is very helpful for all ethiopian people that i respect ethio consititution,5,2025-07-25,CBE,Google Play Store
there is many thing u have to fix.,1,2025-07-24,CBE,Google Play Store
"this is the best service, it makes everything easy for you, so why not download this app and if you are satisfied with it, give it five stars, it deserves it. 👍♥️❤️",5,2025-07-24,CBE,Google Play Store
በጣምጥሩ,4,2025-07-21,CBE,Google Play Store
"good job, but we need to see more transaction history.",4,2025-07-21,CBE,Google Play Store
full of restrictions,1,2025-07-20,CBE,Google Play Store
the best one,5,2025-07-20,CBE,Google Play Store
nice apps,5,2025-07-20,CBE,Google Play Store
why i cant screen shoot ?,1,2025-07-20,CBE,Google Play Store
really excellent,5,2025-07-19,CBE,Google Play Store
nice apk,5,2025-07-19,CBE,Google Play Store
it is good up to now but it needs update today,5,2025-07-18,CBE,Google Play Store
አውርድ,5,2025-07-18,CBE,Google Play Store
okay,5,2025-07-18,CBE,Google Play Store
very aazing,5,2025-07-18,CBE,Google Play Store
እስክሪን ሹት አይሰራም ለምን ተዘጋ?,2,2025-07-17,CBE,Google Play Store
simple to use and amazing,5,2025-07-17,CBE,Google Play Store
best app ever,5,2025-07-17,CBE,Google Play Store
this app good,4,2025-07-17,CBE,Google Play Store
"i like this app b/s it's fast, clear, and secured. thank you",5,2025-07-16,CBE,Google Play Store
"although the ui is simple and easy to use. that does not mean anything if information is not consistent throughout the app, and most services are down most of the time. also, i see that forcing the user to turn off android dev settings to use the app is unnecessary and creates inconvenience for users who want to use their devices for android development 🙄. if you have certain security requirements, you would rather prefer to restrict the minsdk (since recent android releases are secure).",1,2025-07-16,CBE,Google Play Store
difficult to transfer between accounts even settling tax obligations. system error notification more frequent.,1,2025-07-16,CBE,Google Play Store
chala bodena,2,2025-07-15,CBE,Google Play Store
ebc app not work or unable to connect server,1,2025-07-15,CBE,Google Play Store
i love this app,5,2025-07-14,CBE,Google Play Store
"excellent application, user friendly...nice one",5,2025-07-14,CBE,Google Play Store
okay 👍,5,2025-07-13,CBE,Google Play Store
why can't i transfer money to telebirr?,4,2025-07-12,CBE,Google Play Store
cbe mobile banking make us our life easier.,5,2025-07-12,CBE,Google Play Store
"i can't see my old transaction on this bank app just like other banks mobile apps example abissinya, tele birr, so please update this feature.",1,2025-07-12,CBE,Google Play Store
"it's a nice app""and buy to pay then simple for money transaction 10q cbe.",5,2025-07-11,CBE,Google Play Store
"amzing app, so 10q",5,2025-07-11,CBE,Google Play Store
"the cbe mb app is best and updated with so many features from time to time,but it is impossible to download statements. if it is possible please add a statement download option for both the app and ussd.",2,2025-07-11,CBE,Google Play Store
it is user friendly.,4,2025-07-10,CBE,Google Play Store
application አንዳንዴ ቀርፋፋ ነው። ለምን ?,3,2025-07-10,CBE,Google Play Store
option app mobile banking,5,2025-07-09,CBE,Google Play Store
very poor and even not sho the balance and transaction history,1,2025-07-07,CBE,Google Play Store
እሽ,5,2025-07-07,CBE,Google Play Store
this is very good app but what is bucket override i don't get,4,2025-07-06,CBE,Google Play Store
the best of mobile banking in ethiopia 🇪🇹,5,2025-07-06,CBE,Google Play Store
"it's just a basic app, you could do a lot better i couldn't see my 2 months statement even",1,2025-07-06,CBE,Google Play Store
don't work,1,2025-07-05,CBE,Google Play Store
የሚስጥር ኮድ አሀዙ የበዛ መሆኑ አስተማማኝነቱ የጨምራል ።,5,2025-07-05,CBE,Google Play Store
nice !,4,2025-07-05,CBE,Google Play Store
samsung s05 have no government utility payment options please fix on the next update,1,2025-07-05,CBE,Google Play Store
v.good,5,2025-07-04,CBE,Google Play Store
